problem_id,avg_accuracy,difficulty_score,std_accuracy,num_epochs
4,0.0,1.0,0.0,5
1061,0.0,1.0,0.0,5
1628,0.0,1.0,0.0,5
1608,0.0,1.0,0.0,5
1593,0.0,1.0,0.0,5
1525,0.0,1.0,0.0,5
1401,0.0,1.0,0.0,5
1369,0.0,1.0,0.0,5
1281,0.0,1.0,0.0,5
1169,0.0,1.0,0.0,5
1148,0.0,1.0,0.0,5
1114,0.0,1.0,0.0,5
1078,0.0,1.0,0.0,5
2508,0.0,1.0,0.0,5
1667,0.0,1.0,0.0,5
1004,0.0,1.0,0.0,5
2513,0.0,1.0,0.0,5
930,0.0,1.0,0.0,5
786,0.0,1.0,0.0,5
651,0.0,1.0,0.0,5
630,0.0,1.0,0.0,5
611,0.0,1.0,0.0,5
473,0.0,1.0,0.0,5
461,0.0,1.0,0.0,5
453,0.0,1.0,0.0,5
432,0.0,1.0,0.0,5
1662,0.0,1.0,0.0,5
1772,0.0,1.0,0.0,5
2653,0.0,1.0,0.0,5
2111,0.0,1.0,0.0,5
2252,0.0,1.0,0.0,5
2248,0.0,1.0,0.0,5
2263,0.0,1.0,0.0,5
2246,0.0,1.0,0.0,5
2245,0.0,1.0,0.0,5
2269,0.0,1.0,0.0,5
2241,0.0,1.0,0.0,5
2275,0.0,1.0,0.0,5
2236,0.0,1.0,0.0,5
2234,0.0,1.0,0.0,5
2117,0.0,1.0,0.0,5
2108,0.0,1.0,0.0,5
1812,0.0,1.0,0.0,5
2101,0.0,1.0,0.0,5
2350,0.0,1.0,0.0,5
2355,0.0,1.0,0.0,5
2357,0.0,1.0,0.0,5
2015,0.0,1.0,0.0,5
2012,0.0,1.0,0.0,5
1968,0.0,1.0,0.0,5
2421,0.0,1.0,0.0,5
2424,0.0,1.0,0.0,5
2429,0.0,1.0,0.0,5
1903,0.0,1.0,0.0,5
2584,0.0,1.0,0.0,5
2256,0.0,1.0,0.0,5
167,0.0,1.0,0.0,5
2659,0.0,1.0,0.0,5
241,0.0,1.0,0.0,5
124,0.0,1.0,0.0,5
274,0.0,1.0,0.0,5
275,0.0,1.0,0.0,5
96,0.0,1.0,0.0,5
144,0.0,1.0,0.0,5
2667,0.0,1.0,0.0,5
146,0.0,1.0,0.0,5
205,0.0,1.0,0.0,5
294,0.0,1.0,0.0,5
200,0.0,1.0,0.0,5
114,0.0,1.0,0.0,5
20,0.0,1.0,0.0,5
2699,0.0,1.0,0.0,5
737,0.2,0.8,0.4000000000000001,5
338,0.2,0.8,0.4000000000000001,5
18,0.2,0.8,0.4,5
107,0.2,0.8,0.4,5
1266,0.2,0.8,0.4000000000000001,5
712,0.2,0.8,0.4000000000000001,5
719,0.2,0.8,0.4000000000000001,5
1265,0.2,0.8,0.4,5
353,0.2,0.8,0.4,5
272,0.2,0.8,0.4000000000000001,5
824,0.2,0.8,0.4,5
1188,0.2,0.8,0.4000000000000001,5
263,0.2,0.8,0.4000000000000001,5
137,0.2,0.8,0.4000000000000001,5
2410,0.2,0.8,0.4,5
334,0.2,0.8,0.4,5
83,0.2,0.8,0.4000000000000001,5
1502,0.2,0.8,0.4,5
286,0.2,0.8,0.4000000000000001,5
2215,0.2,0.8,0.4000000000000001,5
1697,0.2,0.8,0.4,5
1951,0.2,0.8,0.4000000000000001,5
186,0.2,0.8,0.4,5
2687,0.2,0.8,0.4000000000000001,5
447,0.2,0.8,0.4000000000000001,5
365,0.2,0.8,0.4,5
1618,0.2,0.8,0.4000000000000001,5
2372,0.2,0.8,0.4,5
47,0.2,0.8,0.4000000000000001,5
2367,0.2,0.8,0.4000000000000001,5
122,0.4,0.6,0.48989794855663565,5
1920,0.4,0.6,0.48989794855663565,5
8,0.4,0.6,0.48989794855663565,5
2023,0.4,0.6,0.48989794855663565,5
2362,0.4,0.6,0.48989794855663565,5
2080,0.4,0.6,0.48989794855663565,5
1981,0.4,0.6,0.48989794855663565,5
1308,0.4,0.6,0.48989794855663565,5
2434,0.4,0.6,0.48989794855663565,5
259,0.4,0.6,0.48989794855663565,5
2207,0.4,0.6,0.48989794855663565,5
90,0.4,0.6,0.48989794855663565,5
2102,0.4,0.6,0.48989794855663565,5
62,0.4,0.6,0.48989794855663565,5
268,0.4,0.6,0.48989794855663565,5
393,0.4,0.6,0.48989794855663565,5
2233,0.4,0.6,0.48989794855663565,5
2109,0.4,0.6,0.48989794855663565,5
2693,0.4,0.6,0.48989794855663565,5
483,0.4,0.6,0.48989794855663565,5
452,0.4,0.6,0.48989794855663565,5
516,0.4,0.6,0.48989794855663565,5
2182,0.4,0.6,0.48989794855663565,5
1630,0.6,0.4,0.48989794855663565,5
323,0.6,0.4,0.48989794855663565,5
238,0.6,0.4,0.48989794855663565,5
304,0.6,0.4,0.48989794855663565,5
1743,0.6,0.4,0.48989794855663565,5
2402,0.6,0.4,0.48989794855663565,5
2614,0.6,0.4,0.48989794855663565,5
2405,0.6,0.4,0.48989794855663565,5
2409,0.6,0.4,0.48989794855663565,5
11,0.6,0.4,0.48989794855663565,5
191,0.6,0.4,0.48989794855663565,5
1644,0.6,0.4,0.48989794855663565,5
2229,0.6,0.4,0.48989794855663565,5
1572,0.6,0.4,0.48989794855663565,5
1139,0.6,0.4,0.48989794855663565,5
573,0.6,0.4,0.48989794855663565,5
243,0.6,0.4,0.48989794855663565,5
2105,0.6,0.4,0.48989794855663565,5
1590,0.6,0.4,0.48989794855663565,5
1313,0.6,0.4,0.48989794855663565,5
691,0.6,0.4,0.48989794855663565,5
2107,0.8,0.19999999999999996,0.4,5
1912,0.8,0.19999999999999996,0.4,5
1921,0.8,0.19999999999999996,0.4000000000000001,5
2332,0.8,0.19999999999999996,0.4,5
2399,0.8,0.19999999999999996,0.4000000000000001,5
2124,0.8,0.19999999999999996,0.4,5
82,0.8,0.19999999999999996,0.4,5
145,0.8,0.19999999999999996,0.4000000000000001,5
2206,0.8,0.19999999999999996,0.4000000000000001,5
1956,0.8,0.19999999999999996,0.4,5
1081,0.8,0.19999999999999996,0.4,5
