problem_id,avg_accuracy,difficulty_score,std_accuracy,num_epochs
4,0.0,1.0,0.0,3
1148,0.0,1.0,0.0,2
1078,0.0,1.0,0.0,2
1061,0.0,1.0,0.0,2
1004,0.0,1.0,0.0,2
930,0.0,1.0,0.0,2
824,0.0,1.0,0.0,2
786,0.0,1.0,0.0,2
737,0.0,1.0,0.0,2
651,0.0,1.0,0.0,2
630,0.0,1.0,0.0,2
573,0.0,1.0,0.0,2
473,0.0,1.0,0.0,2
461,0.0,1.0,0.0,3
453,0.0,1.0,0.0,2
432,0.0,1.0,0.0,2
409,0.0,1.0,0.0,2
365,0.0,1.0,0.0,3
353,0.0,1.0,0.0,3
294,0.0,1.0,0.0,3
274,0.0,1.0,0.0,3
1114,0.0,1.0,0.0,2
1169,0.0,1.0,0.0,2
268,0.0,1.0,0.0,3
1266,0.0,1.0,0.0,2
1968,0.0,1.0,0.0,2
1956,0.0,1.0,0.0,2
1903,0.0,1.0,0.0,2
1899,0.0,1.0,0.0,2
1812,0.0,1.0,0.0,2
1772,0.0,1.0,0.0,2
1697,0.0,1.0,0.0,2
1667,0.0,1.0,0.0,2
1662,0.0,1.0,0.0,2
1628,0.0,1.0,0.0,2
1618,0.0,1.0,0.0,2
1593,0.0,1.0,0.0,2
1525,0.0,1.0,0.0,2
1502,0.0,1.0,0.0,2
1401,0.0,1.0,0.0,2
1369,0.0,1.0,0.0,2
1313,0.0,1.0,0.0,2
1308,0.0,1.0,0.0,2
1281,0.0,1.0,0.0,2
272,0.0,1.0,0.0,3
611,0.0,1.0,0.0,2
144,0.0,1.0,0.0,3
241,0.0,1.0,0.0,3
96,0.0,1.0,0.0,3
146,0.0,1.0,0.0,3
259,0.0,1.0,0.0,3
205,0.0,1.0,0.0,3
20,0.0,1.0,0.0,3
200,0.0,1.0,0.0,3
83,0.0,1.0,0.0,3
114,0.0,1.0,0.0,3
243,0.0,1.0,0.0,3
18,0.0,1.0,0.0,3
124,0.0,1.0,0.0,3
137,0.0,1.0,0.0,3
452,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
238,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
107,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
263,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
334,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
191,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
286,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
275,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
62,0.3333333333333333,0.6666666666666667,0.4714045207910317,3
1188,0.5,0.5,0.5,2
1139,0.5,0.5,0.5,2
719,0.5,0.5,0.5,2
712,0.5,0.5,0.5,2
1265,0.5,0.5,0.5,2
691,0.5,0.5,0.5,2
1608,0.5,0.5,0.5,2
1483,0.5,0.5,0.5,2
1572,0.5,0.5,0.5,2
1630,0.5,0.5,0.5,2
1743,0.5,0.5,0.5,2
1845,0.5,0.5,0.5,2
1910,0.5,0.5,0.5,2
1920,0.5,0.5,0.5,2
1921,0.5,0.5,0.5,2
1951,0.5,0.5,0.5,2
1952,0.5,0.5,0.5,2
664,0.5,0.5,0.5,2
1081,0.5,0.5,0.5,2
516,0.5,0.5,0.5,2
483,0.5,0.5,0.5,2
8,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
186,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
47,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
58,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
90,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
104,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
122,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
447,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
168,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
218,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
383,0.6666666666666666,0.33333333333333337,0.4714045207910317,3
215,1.0,0.0,0.0,3
335,1.0,0.0,0.0,3
1912,1.0,0.0,0.0,2
1911,1.0,0.0,0.0,2
316,1.0,0.0,0.0,3
1909,1.0,0.0,0.0,2
1907,1.0,0.0,0.0,2
323,1.0,0.0,0.0,3
627,1.0,0.0,0.0,2
603,1.0,0.0,0.0,2
198,1.0,0.0,0.0,3
1790,1.0,0.0,0.0,2
337,1.0,0.0,0.0,3
1751,1.0,0.0,0.0,2
338,1.0,0.0,0.0,3
1736,1.0,0.0,0.0,2
81,1.0,0.0,0.0,3
82,1.0,0.0,0.0,3
1913,1.0,0.0,0.0,2
1914,1.0,0.0,0.0,2
1917,1.0,0.0,0.0,2
1918,1.0,0.0,0.0,2
1976,1.0,0.0,0.0,2
1974,1.0,0.0,0.0,2
11,1.0,0.0,0.0,3
289,1.0,0.0,0.0,3
1954,1.0,0.0,0.0,2
292,1.0,0.0,0.0,3
302,1.0,0.0,0.0,3
1942,1.0,0.0,0.0,2
1927,1.0,0.0,0.0,2
1925,1.0,0.0,0.0,2
1924,1.0,0.0,0.0,2
1923,1.0,0.0,0.0,2
304,1.0,0.0,0.0,3
305,1.0,0.0,0.0,3
1919,1.0,0.0,0.0,2
348,1.0,0.0,0.0,3
1644,1.0,0.0,0.0,2
239,1.0,0.0,0.0,3
214,1.0,0.0,0.0,3
167,1.0,0.0,0.0,3
1158,1.0,0.0,0.0,2
518,1.0,0.0,0.0,2
459,1.0,0.0,0.0,2
1137,1.0,0.0,0.0,2
173,1.0,0.0,0.0,3
203,1.0,0.0,0.0,3
184,1.0,0.0,0.0,3
767,1.0,0.0,0.0,2
1059,1.0,0.0,0.0,2
1011,1.0,0.0,0.0,2
471,1.0,0.0,0.0,2
968,1.0,0.0,0.0,2
197,1.0,0.0,0.0,3
892,1.0,0.0,0.0,2
229,1.0,0.0,0.0,3
436,1.0,0.0,0.0,3
639,1.0,0.0,0.0,2
145,1.0,0.0,0.0,3
367,1.0,0.0,0.0,3
377,1.0,0.0,0.0,3
204,1.0,0.0,0.0,3
1590,1.0,0.0,0.0,2
614,1.0,0.0,0.0,2
393,1.0,0.0,0.0,3
399,1.0,0.0,0.0,3
400,1.0,0.0,0.0,3
1459,1.0,0.0,0.0,2
1412,1.0,0.0,0.0,2
660,1.0,0.0,0.0,2
412,1.0,0.0,0.0,3
1335,1.0,0.0,0.0,2
418,1.0,0.0,0.0,3
236,1.0,0.0,0.0,3
1981,1.0,0.0,0.0,2
